partReference,partRefer,rcCode,digitPart,supplierCode,companyName,tgpSuppliersCode,partLabel,moduleQuantity,moduleType,moduleVolume,moduleWeight,partWeight,moduleLength,moduleWidth,moduleHeight,partSpecificPackagingCode
908782984RD,908782984R,60,908782984R60,289412,KINUGAWA                                ,0,STOP-TRUNK DOOR (ON ,1400,YH,0.017,1.953,0.001,355,270,175,CAR-S-3961
908782984RE,908782984R,60,908782984R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,STOP-TRUNK DOOR     ,23,40,0.005,0.215,0.005,300,200,90,CAR-G*40--
908898175RD,908898175R,72,908898175R72,296360,POLYPLASTICS                            ,0,EMBLEM-RR           ,320,ZR,0.07,7.544,0.0202,545,355,360,CAR-S-3992
908898600RD,908898600R,72,908898600R72,29636001,POLYPLASTICS                            ,0, EMBLEM-RR          ,384,ZR,0.07,6.916,0.0152,545,355,360,CAR-S-3992
908909899RD,908909899R,71,908909899R71,296510,ALPHA MAIER PRIVATE LIMITED             ,1,MONOGRAM-RR         ,180,88,0.034,4.124,0.02,420,320,250,CAR-S-1936
908954321RD,908954321R,72,908954321R72,29636001,POLYPLASTICS                            ,0,REAR STRIPPING MONOG,600,YH,0.017,3.853,0.0055,355,270,175,CAR-S-3961
908B91921RD,908B91921R,70,908B91921R70,289163,FASTENEX PRIVATE LIMITED                ,0,FLANGE HEXNUT M6X100,4500,XU,0.007,14.63,0.0032,300,150,150,CAR-S-3947
909006574RE,909006574R,60,909006574R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-TRUNK DOORLHN I,9,14,0.018,10.831,1.179,400,300,150,CAR-G*14--
921006936RE,921006936R,60,921006936R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CONDENSEUR          ,1,14,0.018,0.42,0.2,400,300,150,CAR-G*14--
921006936RE,921006936R,66,921006936R66,264783SP,BEHR INDIA LTD                          ,AS1,CONDENSEUR          ,1,14,0.018,0.42,0.2,400,300,150,CAR-G*14--
921007719RD,921007719R,60,921007719R60,286762,SUBROS LIMITED                          ,0,CONDENSER           ,270,KD,3.373,545,1.3,2270,1170,1270,CKD---1HC5
921007719RE,921007719R,60,921007719R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CONDENSER ASSEMBLY  ,19,40,0.005,24.8,1.3,300,200,90,CAR-G*40--
921363276RE,921363276R,60,921363276R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SENSOR-A/C PRESSU   ,23,40,0.005,0.56,0.02,300,200,90,CAR-G*40--
922704517RE,922704517R,60,922704517R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,EXP VALVE           ,1,40,0.005,0.247,0.147,300,200,90,CAR-G*40--
924004413RD,924004413R,60,924004413R60,268377,IMPERIAL AUTO INDISTRIES LIMITED        ,0,"HOSE-HEATER, INLET  ",170,67,0.076,18.3,0.1,535,460,310,CAR-S-4106
924004413RE,924004413R,60,924004413R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"HOSE-HEATER, IN     ",14,9,0.072,0.7,0.01,600,400,300,CAR-G*09--
924103635RE,924103635R,60,924103635R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE-HEATER RADIA   ,18,40,0.005,23.5,1.3,300,200,90,CAR-G*40--
924104921RB,924104921R,66,924104921R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE-HEATER RADIATOR,2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
924108795RD,924108795R,68,924108795R68,268377,IMPERIAL AUTO INDISTRIES LIMITED        ,0,PIPE-HEATER RADIATOR,750,KD,3.373,540.5,0.462,2270,1170,1270,CKD---1HC5
924401661RE,924401661R,60,924401661R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TUBE-1,BETWEEN COND ",2,8,0.12,1.27,0.21,1000,400,300,CAR-G*08--
924401661RE,924401661R,99,924401661R99,271091SP,HANON AUTOMOTIVE SYSTEMS                ,SR1,"TUBE-1,BETWEEN COND ",2,8,0.12,1.27,0.21,1000,400,300,CAR-G*08--
924403399RB,924403399R,66,924403399R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE-CONDENSER EVAPO,2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
924403729RE,924403729R,60,924403729R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TUYAU CONDENSEUR DET,6,6,0.18,2.652,0.267,1000,600,300,CAR-G*06--
924403729RE,924403729R,99,924403729R99,289104,MAFLOW INDIA PVT LTD                    ,1,TUYAU CONDENSEUR DET,6,6,0.18,2.652,0.267,1000,600,300,CAR-G*06--
924404579RE,924404579R,60,924404579R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TUBE-2, BETWEEN COND",2,10,0.06,0.74,0.12,600,400,250,CAR-G*10--
924404579RE,924404579R,99,924404579R99,271091SP,HANON AUTOMOTIVE SYSTEMS                ,SR1,"TUBE-2, BETWEEN COND",2,10,0.06,0.74,0.12,600,400,250,CAR-G*10--
924406169RE,924406169R,60,924406169R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE 1-BETWEEN COMPR,3,11,0.048,1.09,0.22,600,400,200,CAR-G*11--
924406169RE,924406169R,99,924406169R99,271091SP,HANON AUTOMOTIVE SYSTEMS                ,SR1,PIPE 1-BETWEEN COMPR,3,11,0.048,1.09,0.22,600,400,200,CAR-G*11--
924406790RE,924406790R,60,924406790R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TAYAU CONDENSUER DET,4,6,0.18,4.25,0.8,1000,600,300,CAR-G*06--
924406790RE,924406790R,99,924406790R99,271091SP,HANON AUTOMOTIVE SYSTEMS                ,SR1,TAYAU CONDENSUER DET,4,6,0.18,4.25,0.8,1000,600,300,CAR-G*06--
924407681RE,924407681R,60,924407681R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE-CONDENSER EVAPO,4,40,0.005,4.056,0.989,300,200,90,CAR-G*40--
924408325RE,924408325R,60,924408325R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TUBE-1,BETWEEN COND ",4,8,0.12,1.75,0.225,1000,400,300,CAR-G*08--
924544587RE,924544587R,60,924544587R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TUYAU ENTREE COMPRES,7,40,0.005,0.191,0.013,300,200,90,CAR-G*40--
924625787RE,924625787R,60,924625787R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TUBE-L/PRESS RR BETW,15,4G,1.091,62.5,2.5,1450,1140,660,CAR-S*3573
924736263RE,924736263R,60,924736263R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SEAL-O RING         ,300,40,0.005,2.2,0.007,300,200,90,CAR-G*40--
924802300RE,924802300R,99,924802300R99,271091SP,HANON AUTOMOTIVE SYSTEMS                ,SR1,PIPE - EXPANSION    ,1,8,0.12,1.658,0.808,1000,400,300,CAR-G*08--
924802300RE,924802300R,99,924802300R99,293429SP,REYDEL AUTOMOTIVE INDIA PVT LTD         ,AS2,PIPE - EXPANSION    ,1,8,0.12,1.658,0.808,1000,400,300,CAR-G*08--
924806454RB,924806454R,66,924806454R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE-EXPANSION VALVE,2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
924806697RE,924806697R,60,924806697R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BANDE DECORATIVE POR,2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
924902101RE,924902101R,60,924902101R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE-COMPRESSOR C   ,12,40,0.005,2.98,0.24,300,200,90,CAR-G*40--
924907134RE,924907134R,60,924907134R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BANDE DECORATIVE POR,6,40,0.005,0.514,0.069,300,200,90,CAR-G*40--
924907808RE,924907808R,60,924907808R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BANDE DECORATIVE POR,2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
924907847RE,924907847R,60,924907847R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE-COMPRESSOR     ,4,40,0.005,4.056,0.989,300,200,90,CAR-G*40--
925936213RE,925936213R,60,925936213R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PIPE-COND OUTLET    ,50,13,0,1.35,0.027,400,300,200,CAR-G*13--
925938175RE,925938175R,60,925938175R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TUYAU EVACUATION CON,7,14,0.018,0.71,0.07,400,300,150,CAR-G*14--
925938175RE,925938175R,99,925938175R99,293099SP,BONY POLYMERS P LTD                     ,AS1,TUYAU EVACUATION CON,7,14,0.018,0.71,0.07,400,300,150,CAR-G*14--
926000979RE,926000979R,60,926000979R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COMPR-AIR COND      ,15,40,0.005,4.825,0.315,300,200,90,CAR-G*40--
926003754RD,926003754R,71,926003754R71,286762,SUBROS LIMITED                          ,0,COMPR COMPL         ,192,V6,1.184,870.998,4.0052,1190,1150,865,CKD---6IND
926005305RD,926005305R,62,926005305R62,269260,SANDEN VIKAS INDIA PVT LTD              ,1,COMPRESSOR          ,96,3P,0.961,617.497,6.0781,1140,980,860,CAR-S*2991
926005305RE,926005305R,60,926005305R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BOUCHON RESERVOIR LI,2,40,0.005,0.18,0.04,300,200,90,CAR-G*40--
926005305RH,926005305R,63,926005305R63,269260,SANDEN VIKAS INDIA PVT LTD              ,1,COMPRESSOR          ,96,3P,0.961,606.497,6.0781,1140,980,860,CAR-S*2991
926005548RE,926005548R,60,926005548R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COMP. ASSY WITH MAG.,77,40,0.005,300.4,3.9,300,200,90,CAR-G*40--
926006524R7,926006524R,67,926006524R67,269260,SANDEN VIKAS INDIA PVT LTD              ,1,COMPRESSOR          ,96,3P,0.961,600.008,6.0105,1140,980,860,CAR-S*2991
926006524RH,926006524R,63,926006524R63,269260,SANDEN VIKAS INDIA PVT LTD              ,1,COMPRESSOR          ,96,3P,0.961,627.8,6.3,1140,980,860,CAR-S*2991
926009367RE,926009367R,60,926009367R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COMPR-AIR COND      ,3,40,0.005,0.421,0.107,300,200,90,CAR-G*40--
929A26945RD,929A26945R,60,929A26945R60,28464801,MS GLOBAL INDIA AUTOMOTIVE P LTD        ,0,BRKT ASSY-MULTIFUNCT,140,YG,0.014,14.527,0.1,355,270,150,CAR-S-3960
929A26945RD,929A26945R,72,929A26945R72,436101,SMSA                                    ,0,BRKT ASSY-MULTIFUNCT,140,YG,0.014,14.527,0.1,355,270,150,CAR-S-3960
960151HA0AO,960151HA0A,OD,960151HA0AOD,008AC1  ,ANAND NISHIKAWA CO. LTD                 ,NIS,AIR SPOILER-FR      ,900,IW,0.8,307.24,0.27,1180,1140,595,NIS---DZB8
960152585RE,960152585R,60,960152585R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ELEMENT AERODYNAMIQU,7,11,0.048,3.426,0.428,600,400,200,CAR-G*11--
960158607RE,960158607R,60,960158607R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HOSE-AIR            ,15,40,0.005,5.65,0.37,300,200,90,CAR-G*40--
962106RC0AP,962106RC0A,PC,962106RC0APC,008AD5  ,SELLOWRAP MANUFACTURING PVT. LTD        ,NIS,BRKT ASSY-FR LIC PLA,840,IO,0.787,156.59,0.108,1180,1140,585,NIS---DZB1
963011807RE,963011807R,60,963011807R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR-OTR RH       ,9,13,0,7.155,0.795,400,300,200,CAR-G*13--
963014033RE,963014033R,62,963014033R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR-OTR RH       ,15,40,0.005,11.755,0.777,300,200,90,CAR-G*40--
963015297RE,963015297R,60,963015297R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR-OTR RH       ,5,--,1.422,30,0.3,1450,1140,860,CAR-S*2992
963015821RE,963015821R,60,963015821R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RETROVISEURE EXT D E,5,--,1.422,32.125,0.725,1450,1140,860,CAR-S*2992
963015821RE,963015821R,66,963015821R66,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,RETROVISEURE EXT D E,5,--,1.422,32.125,0.725,1450,1140,860,CAR-S*2992
963016363RB,963016363R,66,963016363R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR-OTR RH       ,3,40,0.005,0.307,0.069,300,200,90,CAR-G*40--
963016982RE,963016982R,60,963016982R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR-OTR RH       ,2,40,0.005,2.02,0.96,300,200,90,CAR-G*40--
963018251RE,963018251R,60,963018251R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RETROVISEUR EXT D EL,3,--,1.422,30.885,0.795,1450,1140,860,CAR-S*2992
963018251RE,963018251R,66,963018251R66,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,RETROVISEUR EXT D EL,3,--,1.422,30.885,0.795,1450,1140,860,CAR-S*2992
963019902R8,963019902R,68,963019902R68,268042,SMR AUTOMOTIVE SYSTEMS INDIA LIMITED    ,0,RETROVISEUR EXT D   ,72,--,1.422,101.22,1.01,1450,1140,860,CAR-S*2992
963022080RE,963022080R,60,963022080R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR-OTR LH       ,30,--,1.422,50.7,0.74,1450,1140,860,CAR-S*2992
963023379RE,963023379R,60,963023379R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR RETROVISEUR  ,9,4C,0.369,16.17,0.13,1140,490,660,CAR-S*3565
963023476RB,963023476R,66,963023476R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR-OTR LH       ,3,40,0.005,0.307,0.069,300,200,90,CAR-G*40--
963025005R8,963025005R,68,963025005R68,268042,SMR AUTOMOTIVE SYSTEMS INDIA LIMITED    ,0,RETROVISEUR EXT G   ,72,--,1.422,100.5,1,1450,1140,860,CAR-S*2992
963025111RE,963025111R,60,963025111R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RETROVISEUR EXT G EL,12,--,1.422,37.38,0.74,1450,1140,860,CAR-S*2992
963025111RE,963025111R,66,963025111R66,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,RETROVISEUR EXT G EL,12,--,1.422,37.38,0.74,1450,1140,860,CAR-S*2992
963029836RE,963029836R,60,963029836R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RETROVISEUR EXT G EL,22,--,1.422,45.66,0.78,1450,1140,860,CAR-S*2992
963029836RE,963029836R,66,963029836R66,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,RETROVISEUR EXT G EL,22,--,1.422,45.66,0.78,1450,1140,860,CAR-S*2992
963035053RE,963035053R,62,963035053R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR-ADD OTR RH   ,1,40,0.005,0.765,0.665,300,200,90,CAR-G*40--
963211HD0AD,963211HD0A,60,963211HD0A60,26804201,SMR AUTOMOTIVE SYSTEMS INDIA LIMITED    ,0,RETROVISEUR INT     ,30,YX,0.052,7.85,0.23,545,355,270,CAR-S-3989
963311627RE,963311627R,62,963311627R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR- LH OTR AD   ,10,40,0.005,7.1,0.7,300,200,90,CAR-G*40--
963657229RE,963657229R,60,963657229R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR RETROVISEUR  ,351,4C,0.369,74.67,0.17,1140,490,660,CAR-S*3565
963658920RE,963658920R,60,963658920R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GLASS-OTR RH MIRR   ,120,--,1.422,64.5,0.3,1450,1140,860,CAR-S*2992
963658920RE,963658920R,66,963658920R66,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,GLASS-OTR RH MIRR   ,120,--,1.422,64.5,0.3,1450,1140,860,CAR-S*2992
963659141RE,963659141R,60,963659141R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,MIRROR RETROVISEUR  ,9,4C,0.369,16.17,0.13,1140,490,660,CAR-S*3565
963659141RE,963659141R,66,963659141R66,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,MIRROR RETROVISEUR  ,9,4C,0.369,16.17,0.13,1140,490,660,CAR-S*3565
963663482RE,963663482R,60,963663482R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GLASS OTR MIRROR KIT,82,4C,0.369,28.94,0.17,1140,490,660,CAR-S*3565
963731321RE,963731321R,62,963731321R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"SHELL-MIRROR, OTR   ",2,9,0.072,0.8,0.12,600,400,300,CAR-G*09--
963731615RE,963731615R,60,963731615R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SHELL-OTR LH        ,21,40,0.005,2.305,0.105,300,200,90,CAR-G*40--
963731615RE,963731615R,66,963731615R66,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,SHELL-OTR LH        ,21,40,0.005,2.305,0.105,300,200,90,CAR-G*40--
963736608R8,963736608R,68,963736608R68,26804201,SMR AUTOMOTIVE SYSTEMS INDIA LIMITED    ,0,COQUILLE DE RETOVISE,224,3P,0.961,49.88,0.12,1140,980,860,CAR-S*2991
963736608RE,963736608R,60,963736608R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COQUILLE DE RETOVISE,44,3P,0.961,27.576,0.104,1140,980,860,CAR-S*2991
963736608RE,963736608R,66,963736608R66,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,COQUILLE DE RETOVISE,44,3P,0.961,27.576,0.104,1140,980,860,CAR-S*2991
963745293RE,963745293R,60,963745293R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SHELL-OTR LH        ,15,40,0.005,1.675,0.105,300,200,90,CAR-G*40--
963747626R8,963747626R,66,963747626R66,268042,SMR AUTOMOTIVE SYSTEMS INDIA LIMITED    ,0,COQUILLE DE RETOVISE,224,3P,0.961,50.64,0.11,1140,980,860,CAR-S*2991
963747626RE,963747626R,60,963747626R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COQUILLE DE RETOVISE,12,40,0.005,1.36,0.105,300,200,90,CAR-G*40--
963747626RE,963747626R,99,963747626R99,268042SP,VISIO CORPMOTHERSON LTD.                ,SR1,COQUILLE DE RETOVISE,12,40,0.005,1.36,0.105,300,200,90,CAR-G*40--
964000429RE,964000429R,60,964000429R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SUNVISOR-RH         ,13,40,0.005,12.957,0.989,300,200,90,CAR-G*40--
964002294RD,964002294R,71,964002294R71,423710,SUN N SHADE SUNVISORS (P) LIMITED       ,0,SUNVISOR-RH         ,935,KD,3.373,496.895,0.217,2270,1170,1270,CKD---1HC5
964002638RE,964002638R,60,964002638R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"VISOR-SUN, RH       ",13,40,0.005,12.957,0.989,300,200,90,CAR-G*40--
964002YK0A1,964002YK0A,1C,964002YK0A1C,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY RH    ,450,I3,0.034,159.34,0.35,560,380,160,NIS---DC30
964003VV0AC,964003VV0A,CC,964003VV0ACC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-RH    ,810,ID,1.473,334.5,0.35,1180,1140,1095,NIS---DZAD
964003VV0BH,964003VV0B,HC,964003VV0BHC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-RH    ,810,IJ,1.446,365.5,0.35,1180,1140,1075,NIS---DZAJ
964005EF1AC,964005EF1A,CC,964005EF1ACC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,450,ID,1.473,267,0.48,1180,1140,1095,NIS---DZAD
964005EF1AH,964005EF1A,HC,964005EF1AHC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,450,ID,1.473,267,0.48,1180,1140,1095,NIS---DZAD
964005RD1AB,964005RD1A,BC,964005RD1ABC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-RH    ,16,I0,0.017,7.4,0.4,380,275,160,NIS----DC4
964005RD1AH,964005RD1A,HC,964005RD1AHC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-RH    ,450,IO,0.787,245.87,0.4,1180,1140,585,NIS---DZB1
964007086RE,964007086R,60,964007086R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SUNVISOR            ,9,14,0.018,2.245,0.225,400,300,150,CAR-G*14--
964007086RE,964007086R,66,964007086R66,277740SP,SUMMIT AUTO SEATS INDUSTRY CO.P LTD     ,SR1,SUNVISOR            ,9,14,0.018,2.245,0.225,400,300,150,CAR-G*14--
964010013RD,964010013R,71,964010013R71,423710,SUN N SHADE SUNVISORS (P) LIMITED       ,0,SUNVISOR-LH         ,935,KD,3.373,461.375,0.225,2270,1170,1270,CKD---1HC5
964010590RE,964010590R,60,964010590R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"VISOR-SUN, LH       ",4,40,0.005,4.056,0.989,300,200,90,CAR-G*40--
964011HB0AC,964011HB0A,CC,964011HB0ACC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,810,IJ,1.446,365.5,0.35,1180,1140,1075,NIS---DZAJ
964011HB3AH,964011HB3A,HC,964011HB3AHC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,810,IJ,1.446,365.5,0.35,1180,1140,1075,NIS---DZAJ
964015EF5BH,964015EF5B,HC,964015EF5BHC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,450,ID,1.473,267,0.48,1180,1140,1095,NIS---DZAD
964015EN5BC,964015EN5B,CC,964015EN5BCC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,450,ID,1.473,267,0.48,1180,1140,1095,NIS---DZAD
964015EN5BH,964015EN5B,HC,964015EN5BHC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,450,ID,1.473,267,0.48,1180,1140,1095,NIS---DZAD
964015RB1A1,964015RB1A,1C,964015RB1A1C,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSYLH     ,450,ID,1.473,51.45,0.001,1180,1140,1095,NIS---DZAD
964015RB1AB,964015RB1A,BC,964015RB1ABC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,480,IO,0.787,257.87,0.4,1180,1140,585,NIS---DZB1
964015RB1AH,964015RB1A,HC,964015RB1AHC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,450,ID,1.473,231,0.4,1180,1140,1095,NIS---DZAD
964015RD1AH,964015RD1A,HC,964015RD1AHC,008AH0  ,GRUPO ANTOLIN PUNE PVT.LTD.             ,NIS,SUNVISOR ASSY-LH    ,450,IO,0.787,110.87,0.1,1180,1140,585,NIS---DZB1
964016852RE,964016852R,60,964016852R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, SUNVISOR-LH        ,10,9,0,9.89,0.989,600,400,300,CAR-G*09--
964018198RE,964018198R,60,964018198R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SUNVISOR-LH         ,4,40,0.005,4.056,0.989,300,200,90,CAR-G*40--
964093399RE,964093399R,60,964093399R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HOOK-SUNVISOR       ,38,9,0,0.38,0.01,600,400,300,CAR-G*09--
964098JC0BD,964098JC0B,71,964098JC0B71,423710,SUN N SHADE SUNVISORS (P) LIMITED       ,0,HLDR-SUNVISOR       ,1000,JP,0.042,11.976,0.01,545,355,218,CAR-S-3987
964787774RE,964787774R,60,964787774R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SCR-MTG- SUN VISO   ,50,40,0.005,0.4,0.006,300,200,90,CAR-G*40--
969100873RE,969100873R,60,969100873R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SUBFRAME-FR COATE   ,4,40,0.005,0.376,0.069,300,200,90,CAR-G*40--
969103355RE,969103355R,60,969103355R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SUN BLINDS          ,1,40,0.005,0.169,0.069,300,200,90,CAR-G*40--
969104019RE,969104019R,60,969104019R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SUNVISOR-LH         ,4,40,0.005,0.376,0.069,300,200,90,CAR-G*40--
969106307RE,969106307R,60,969106307R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CONSOLE LEVIER VITES,10,8,0.12,12.01,1.116,1000,400,300,CAR-G*08--
969107427RE,969107427R,60,969107427R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SUNVISOR-RH         ,1,40,0.005,0.169,0.069,300,200,90,CAR-G*40--
969109234RE,969109234R,60,969109234R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CONSOLE LEVIER VITES,1,40,0.005,0.47,0.37,300,200,90,CAR-G*40--
969171813RE,969171813R,60,969171813R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FACE-RR CONSOLE-VN I,1,40,0.005,0.333,0.233,300,200,90,CAR-G*40--
969172068RE,969172068R,60,969172068R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CONSOLE LEVIER VITES,1,40,0.005,0.47,0.37,300,200,90,CAR-G*40--
969183450RE,969183450R,60,969183450R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"FACE-CONSOLE, RR    ",5,8,0,1.165,0.233,1000,400,300,CAR-G*08--
969189629RE,969189629R,60,969189629R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"FASCIA-CONSOLE, R   ",5,8,0.12,2.015,0.233,1000,400,300,CAR-G*08--
